ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PAYMENTMETHOD
27724,37,53.49,4,1918.6,2025-03-18,Cancelled,1,3,2025,Motorcycles,62.86,S23_4692,Parker-Schultz,956.561.9853x2458,106 Christina Gardens Suite 655,Apt. 364,North Johnside,TX,36280,Mozambique,LATAM,Hale,Evan,Small,Bank Transfer
17846,75,56.37,2,4207.21,2025-02-05,Shipped,1,2,2025,Trucks and Buses,45.46,S95_9246,Mason LLC,(665)227-9361,7011 Hill Valleys Suite 107,Apt. 821,South Matthew,VI,93666,Thailand,EMEA,Hayden,Rebecca,Medium,PayPal
27252,50,94.95,9,4738.29,2025-03-15,Shipped,1,3,2025,Classic Cars,112.48,S60_5474,"Martin, Frey and Gregory",+1-472-479-3620x365,9952 Tran Spur Suite 177,Suite 757,Lorettaland,DE,9071,Hong Kong,LATAM,Parker,Christopher,Medium,Credit Card
10536,14,165.29,2,2067.06,2025-03-22,Shipped,1,3,2025,Planes,145.48,S15_4367,Elliott Ltd,+1-411-569-3258x9816,384 Thompson Island,Apt. 206,West Kelseyport,GA,78725,Kazakhstan,LATAM,Watson,Samantha,Medium,Cash
21687,5,147.67,1,746.9,2025-03-13,Shipped,1,3,2025,Planes,134.49,S54_5437,White Inc,638-392-9522,2316 James Drive,Suite 556,East Anita,GA,86095,Pakistan,LATAM,Garcia,Daniel,Small,PayPal
14341,39,54.22,6,2186.63,2025-04-03,Shipped,2,4,2025,Motorcycles,44.57,S97_8172,Ward PLC,001-593-984-6071x189,423 Rodriguez Fork,Apt. 432,Kendramouth,MI,2163,Guinea,EMEA,Holder,Tiffany,Medium,Credit Card
19626,29,64.52,4,1870.1,2025-04-09,Cancelled,2,4,2025,Classic Cars,69.21,S28_7555,Hale-Mcgee,984.280.2001x899,3718 Ryan Ville Apt. 736,Suite 305,Williamchester,MI,75730,Australia,EMEA,Valenzuela,Eric,Small,Cash
12608,30,110.16,5,3362.15,2025-04-06,Shipped,2,4,2025,Classic Cars,104.21,S75_6308,Thompson LLC,9252601179,49671 Combs Pike Suite 870,Apt. 706,East Brian,WY,87170,Congo,APAC,Carr,Michael,Medium,Credit Card
23046,28,102.53,9,2848.91,2025-05-24,On Hold,2,5,2025,Classic Cars,108.79,S70_7497,Perez-Johnson,2123441032,670 Christopher Knoll Apt. 516,Suite 717,West Tanya,TN,17729,Netherlands Antilles,APAC,Goodman,Albert,Medium,Cash
24688,50,80.67,6,4084.66,2025-04-26,Shipped,2,4,2025,Trucks and Buses,76.56,S55_5675,"Turner, Harrison and Jones",5574016656,4020 Leach Plain Apt. 222,Apt. 052,South Johnny,VI,32597,Spain,APAC,Baker,Lauren,Medium,Bank Transfer
16464,37,72.22,8,2665.83,2025-05-08,In Process,2,5,2025,Motorcycles,73.31,S11_2563,"Alvarado, Blackwell and Johnson",+1-614-534-8540x044,975 Leslie Turnpike Apt. 003,Suite 431,North Nancyfort,MT,24815,Saint Pierre and Miquelon,APAC,Walsh,Cody,Medium,PayPal
15394,40,57.54,5,2370.07,2025-02-04,Shipped,1,2,2025,Motorcycles,53.7,S98_5868,Williams-Holmes,(761)837-1091x324,46528 Sanchez Forks Suite 658,Apt. 535,West Kevinmouth,MO,50013,Estonia,LATAM,Perry,Kristen,Medium,PayPal
13306,15,24.42,1,412.71,2025-02-26,Shipped,1,2,2025,Trains,26.04,S62_8102,Li-Morton,+1-812-401-8196x9329,326 Nathan Court,Apt. 188,East Laura,ID,54444,Taiwan,LATAM,Boyd,Megan,Small,Cash
14870,8,107.6,9,1057.22,2025-04-23,Shipped,2,4,2025,Vintage Cars,121.59,S60_6967,Chavez-Kaiser,755.213.9355x2852,36870 Gates Summit Apt. 253,Suite 187,Duncanfurt,TN,19354,Fiji,LATAM,Huynh,Mary,Small,Cash
14189,48,114.2,5,5457.19,2025-02-15,Shipped,1,2,2025,Classic Cars,127.28,S41_5023,Campbell-Martinez,389-882-2903,343 Randall Stravenue Suite 064,Apt. 337,Port Carlville,WV,32614,Greece,LATAM,Mcdonald,Nicholas,Large,Credit Card
20599,46,91.49,7,4230.82,2025-04-18,In Process,2,4,2025,Classic Cars,82.45,S29_3174,Hughes-Ingram,001-606-659-0773x8849,91999 Owens Brook Suite 619,Apt. 095,Wilkinsport,VI,19202,Nigeria,LATAM,Brown,Miguel,Medium,Bank Transfer
13607,82,69.76,3,5742.16,2025-01-17,Shipped,1,1,2025,Trucks and Buses,72.79,S30_7751,Alexander Group,001-604-448-4680,54671 Barbara Highway Apt. 324,Apt. 859,Richardville,VI,10076,Nigeria,LATAM,Wilson,Margaret,Large,Credit Card
10030,43,104.97,10,4636.64,2025-03-04,Shipped,1,3,2025,Classic Cars,108.28,S67_5251,Perez-Hancock,902-888-3613x935,90613 Kim Stream,Apt. 291,Juliamouth,MS,14163,Nauru,LATAM,Guerrero,Amanda,Medium,Credit Card
11117,19,48.4,6,935.58,2025-06-18,Shipped,2,6,2025,Trains,57.16,S97_9253,"Martin, Anderson and Lopez",(336)465-7180x362,503 Glenn Plaza Suite 366,Suite 873,New Ericburgh,MH,36398,Macao,EMEA,Johnson,Jamie,Small,PayPal
10375,33,65.37,4,2217.67,2025-01-19,Shipped,1,1,2025,Motorcycles,61.21,S30_8153,Gonzalez-Hudson,+1-810-492-2325x29347,8098 Orozco Glens Suite 752,Apt. 078,South Ethan,AR,65779,Denmark,LATAM,Pearson,Victor,Medium,PayPal
13799,60,62.15,7,3616.28,2025-01-20,Shipped,1,1,2025,Motorcycles,51.52,S18_9359,"Hoover, Miller and Duncan",399.608.4386,72276 John Springs,Suite 750,Youngville,MA,50226,Central African Republic,APAC,Barrera,Brandon,Medium,PayPal
21700,50,70.44,7,3570.71,2025-01-24,Cancelled,1,1,2025,Motorcycles,75.25,S50_8095,Best Ltd,+1-694-901-7428x55482,27747 Allison Rapid,Apt. 099,Taylorchester,DC,19472,Korea,LATAM,Todd,Kevin,Medium,Cash
22019,45,117.08,7,5221.81,2025-04-10,Resolved,2,4,2025,Classic Cars,136.96,S82_4839,Middleton-Campbell,+1-524-476-6030x17033,72880 Smith Ramp,Suite 921,Taylorstad,MH,3485,British Indian Ocean Territory (Chagos Archipelago),APAC,Bean,Robert,Large,PayPal
17693,84,65.36,9,5408.5,2025-04-10,In Process,2,4,2025,Trucks and Buses,68.36,S89_9183,Rose-Cox,(997)994-7859,815 Mario Street Suite 085,Suite 279,Lake Elizabeth,VT,27059,Malta,LATAM,Hopkins,Candace,Large,Credit Card
19825,35,70.78,1,2521.81,2025-04-13,Shipped,2,4,2025,Motorcycles,60.37,S96_4981,"Williams, Evans and Hutchinson",952-975-0002,091 Smith Flats Suite 595,Suite 434,Calvinfurt,AL,43927,Philippines,EMEA,Reed,Kimberly,Medium,Credit Card
27339,33,59.33,2,2008.7,2025-04-26,In Process,2,4,2025,Motorcycles,48.09,S20_8182,Lutz-Riley,+1-211-442-3434x222,58399 Timothy Forest,Apt. 871,Waltonfort,FL,7080,Montserrat,LATAM,Banks,Kathryn,Medium,Credit Card
14668,57,42.67,7,2466.04,2025-04-14,Shipped,2,4,2025,Motorcycles,49.26,S96_9496,"Simmons, Sheppard and Mcguire",001-786-872-5629x62959,3415 Herbert Loaf Apt. 131,Suite 957,Colemanberg,GA,45286,Albania,EMEA,Alvarado,James,Medium,PayPal
19471,9,114.17,3,944.72,2025-03-13,Shipped,1,3,2025,Vintage Cars,113.29,S79_3184,Franklin and Sons,687-451-9199x89445,2075 Vasquez Loop Suite 964,Apt. 173,West Katelynfort,RI,14957,New Zealand,APAC,Mitchell,Veronica,Small,PayPal
12774,66,59.93,4,3968.25,2025-05-25,Shipped,2,5,2025,Trucks and Buses,70.32,S93_5250,"Alexander, Lewis and Gray",330-504-9136x365,273 Kirk Mews Apt. 566,Suite 569,West Taylor,NE,18363,Belarus,APAC,Williams,John,Medium,Credit Card
23569,52,75.08,3,3875.41,2025-05-15,Cancelled,2,5,2025,Motorcycles,66.34,S21_8449,Salas and Sons,827-845-1484,35170 Sheila Mountains Suite 428,Apt. 200,Acostaville,CO,26775,North Macedonia,APAC,Perry,Melissa,Medium,Credit Card
24088,43,68.71,10,2927.08,2025-02-22,Shipped,1,2,2025,Classic Cars,76.53,S57_7360,Walker-Richards,676-671-5449,55892 Richard Wall Apt. 939,Apt. 656,East Carol,AK,98777,Algeria,LATAM,Garrett,Kaitlyn,Medium,Bank Transfer
14914,54,40.1,9,2183.0,2025-05-12,In Process,2,5,2025,Motorcycles,44.77,S83_7736,"Richardson, Hall and Webb",001-577-768-1511x241,5240 Loretta Loop Apt. 854,Apt. 220,Sandraland,MP,1193,Malaysia,LATAM,Douglas,David,Medium,Credit Card
13982,7,150.56,10,1192.27,2025-06-20,Shipped,2,6,2025,Planes,127.67,S31_4347,Brown-Gallagher,+1-277-991-2752,4479 Jasmine Cliffs,Apt. 637,Port Maryberg,RI,27720,Vietnam,APAC,Gibson,Donna,Small,Cash
24015,87,67.61,9,6023.0,2025-04-03,Shipped,2,4,2025,Trucks and Buses,67.39,S30_9871,"Davis, Kelley and Bolton",001-749-902-4494x87447,6338 Kimberly Alley Apt. 887,Apt. 995,Christopherside,WA,34116,North Macedonia,LATAM,Casey,Michael,Large,PayPal
13860,30,49.13,7,1469.26,2025-02-13,Shipped,1,2,2025,Motorcycles,52.87,S24_2441,"Hodges, Greene and Johnson",(563)537-1565x80860,22074 Fuentes Well,Suite 016,Katiemouth,VT,19162,San Marino,LATAM,Howell,Kristin,Small,Credit Card
10357,20,64.32,4,1333.04,2025-06-26,Shipped,2,6,2025,Classic Cars,63.3,S49_2769,Gallagher and Sons,+1-738-565-9262,44531 Brian Manor,Suite 232,Hamiltonton,PW,72046,Kyrgyz Republic,LATAM,Good,Denise,Small,Credit Card
20844,45,62.74,1,2850.66,2025-03-13,Shipped,1,3,2025,Motorcycles,68.26,S78_3486,Henderson-Sweeney,3612940360,23211 Mccullough Trafficway,Apt. 496,Port Dominique,MS,66298,Guinea-Bissau,LATAM,Jones,Carolyn,Medium,Cash
10195,15,192.8,4,2215.17,2025-03-31,In Process,1,3,2025,Planes,209.53,S71_6055,Romero PLC,(814)945-7099x06660,0840 Lisa Creek,Apt. 574,East Andrea,AK,61080,Barbados,APAC,Becker,Dawn,Medium,PayPal
22791,22,90.36,10,1977.63,2025-04-14,On Hold,2,4,2025,Classic Cars,104.71,S66_2271,"Smith, Turner and Merritt",(978)746-8753,197 Joshua Highway,Suite 192,Marymouth,OR,54551,Chad,LATAM,Freeman,Matthew,Small,Credit Card
18140,9,94.71,4,830.8,2025-06-09,Shipped,2,6,2025,Vintage Cars,79.11,S28_2411,Singleton and Sons,809.717.3422x205,3269 Ortiz Skyway,Apt. 738,Herbertchester,CA,73192,Iran,LATAM,Olson,Benjamin,Small,Credit Card
26764,42,79.02,5,3309.76,2025-03-01,In Process,1,3,2025,Classic Cars,89.48,S59_3255,Mckee Inc,(741)394-0337x635,4775 Cassidy Forest,Suite 788,Gonzaleston,MN,22270,Holy See (Vatican City State),LATAM,Hudson,Danielle,Medium,Cash
19023,15,113.46,5,1690.64,2025-05-10,Resolved,2,5,2025,Ships,131.94,S93_1249,Huber-Dominguez,8815348709,80111 Steele Mission,Suite 226,Richmondland,AL,17223,Armenia,LATAM,Weber,David,Small,Credit Card
12047,46,60.36,6,2784.73,2025-02-05,In Process,1,2,2025,Classic Cars,59.22,S26_3351,Russell-Copeland,874-943-5443x27491,5476 Shelly Summit,Suite 853,East Elizabeth,VT,19168,Cameroon,APAC,Mendez,Gerald,Medium,PayPal
28495,7,102.85,3,730.95,2025-06-28,Shipped,2,6,2025,Ships,111.53,S93_2188,Dennis LLC,494-712-4677,716 Katherine Field,Suite 069,Brownborough,AZ,63906,Puerto Rico,LATAM,Hoffman,Cesar,Small,PayPal
20281,6,169.65,6,950.31,2025-03-22,Shipped,1,3,2025,Planes,146.04,S24_8879,"Callahan, Miller and Middleton",(619)589-2530x82700,707 Collins Circle Apt. 808,Suite 696,Lake Vickie,RI,49846,India,LATAM,Dixon,Jeremy,Small,Bank Transfer
27557,17,98.74,4,1587.27,2025-04-11,Shipped,2,4,2025,Ships,109.08,S33_4259,"Brady, Freeman and Hunter",001-864-832-4281x011,71722 Richard Tunnel,Suite 372,West Heather,HI,28181,Senegal,APAC,Hall,Dana,Small,Bank Transfer
11709,59,70.68,10,4147.81,2025-04-05,On Hold,2,4,2025,Motorcycles,65.3,S70_9698,Ayers-Huynh,474.570.5217x2620,111 Scott Way,Apt. 128,East Seanhaven,WI,43272,Serbia,LATAM,Rose,Jason,Medium,Bank Transfer
11288,72,79.64,6,5809.77,2025-05-11,In Process,2,5,2025,Trucks and Buses,72.09,S69_2501,Walker Group,9798409761,9670 Donald Ranch Apt. 103,Suite 675,Kaylashire,NE,19283,Kiribati,LATAM,Doyle,Paul,Large,Credit Card
20722,91,68.19,8,6194.53,2025-05-18,Shipped,2,5,2025,Trucks and Buses,73.6,S53_4683,Fuentes Inc,297.722.3101x279,8158 Grace Cove Apt. 216,Apt. 158,South Erinchester,DC,30298,Burkina Faso,APAC,Hunter,Joanna,Large,Bank Transfer
13065,7,148.15,1,1050.49,2025-06-05,Shipped,2,6,2025,Ships,175.78,S92_6094,Sanchez Group,585.214.0925x4819,2994 Jamie Hollow,Apt. 529,Port Michael,PR,20001,Tokelau,LATAM,Hunt,Christopher,Small,Bank Transfer
25146,50,70.73,2,3559.42,2025-03-25,Cancelled,1,3,2025,Trucks and Buses,73.24,S52_4179,Anderson-Ramirez,924-709-7273x635,0876 Floyd Branch,Suite 931,Stoneview,PW,647,Poland,LATAM,Wolfe,Mary,Medium,Bank Transfer
19477,56,70.54,9,3971.98,2025-05-31,Shipped,2,5,2025,Motorcycles,57.75,S60_1664,Norton-Gonzalez,876-666-3471x3809,8056 Walter Ridge Apt. 149,Apt. 770,East Jamesside,FM,73908,Georgia,APAC,Allen,Rodney,Medium,Bank Transfer
21351,38,62.29,3,2356.84,2025-02-17,Shipped,1,2,2025,Motorcycles,62.43,S53_1459,"Taylor, Bowman and Anderson",823-398-2545,164 Vasquez Lock,Suite 477,South Leslieview,AS,72131,Nicaragua,LATAM,Alvarado,Jeffery,Medium,Bank Transfer
28044,52,63.23,5,3215.7,2025-06-07,Shipped,2,6,2025,Motorcycles,50.81,S26_3741,Moore-Hahn,323-859-6906x89850,979 David Walk,Suite 978,East Matthewshire,AS,17529,Nicaragua,APAC,Mack,Andrea,Medium,Bank Transfer
19414,43,108.6,10,4711.79,2025-01-29,Shipped,1,1,2025,Classic Cars,118.15,S46_9786,"Stanley, Gregory and Hess",+1-361-986-8165x9934,4869 Roger Crossing Apt. 187,Apt. 173,Johnport,WY,5491,Kyrgyz Republic,APAC,Delgado,Kayla,Medium,Credit Card
15413,18,110.45,7,1894.14,2025-01-20,Shipped,1,1,2025,Ships,103.96,S95_7766,Wu PLC,+1-228-286-3136x14406,139 Middleton Walk Apt. 453,Apt. 551,Wattsville,DC,57652,Mozambique,EMEA,Smith,Dawn,Small,Credit Card
20483,35,71.88,5,2492.31,2025-05-23,In Process,2,5,2025,Classic Cars,80.23,S65_4698,Campbell LLC,931-807-1208x43106,7422 Norris Circles,Apt. 051,Stevenchester,PR,5297,Cameroon,LATAM,Shaw,Annette,Medium,Credit Card
27446,27,40.59,8,1206.73,2025-04-03,Shipped,2,4,2025,Trains,42.13,S20_2609,Wilson Ltd,001-480-487-3532x901,42965 Christine Row,Suite 473,Greghaven,MH,94404,Austria,APAC,Pierce,Julie,Small,PayPal
15138,31,79.78,1,2575.73,2025-02-07,Resolved,1,2,2025,Classic Cars,85.77,S52_6226,Espinoza PLC,5353885460,71281 Sullivan Prairie Apt. 663,Apt. 031,Stephanieburgh,AZ,53757,Mozambique,EMEA,Johnson,Andrew,Medium,Cash
23098,32,40.58,7,1405.89,2025-06-05,Resolved,2,6,2025,Motorcycles,48.62,S24_5983,"Mckenzie, Garza and Jensen",(571)316-9892x164,7161 Tonya Neck,Apt. 659,Amandaborough,UT,68440,San Marino,LATAM,Rose,Paul,Small,PayPal
17586,86,84.65,10,7163.12,2025-06-29,Cancelled,2,6,2025,Trucks and Buses,76.11,S11_9296,Galloway and Sons,896-499-3166,2035 Tran Crossroad,Suite 422,Matthewside,CA,15457,Slovenia,EMEA,Wilson,Thomas,Large,PayPal
12933,55,76.23,1,4116.51,2025-06-14,Shipped,2,6,2025,Motorcycles,71.31,S29_1284,"Lawson, Smith and Williams",+1-787-542-0763x185,685 Compton Hollow Apt. 804,Apt. 462,Guerrerochester,NY,67834,Kuwait,EMEA,Watson,Angela,Medium,Credit Card
24986,9,141.02,8,1343.62,2025-02-12,In Process,1,2,2025,Ships,124.43,S67_1411,Williams-Joseph,001-926-844-8705,903 David Path,Apt. 434,New Mary,FL,74001,Oman,EMEA,Mejia,Emily,Small,Cash
17002,32,79.5,3,2564.14,2025-03-04,Shipped,1,3,2025,Classic Cars,75.5,S90_2154,Floyd Group,596.921.3443,632 Powers Crossroad Apt. 667,Suite 921,North Markview,GU,41023,Nigeria,EMEA,Nelson,Shannon,Medium,Cash
25330,37,98.84,7,3611.44,2025-03-18,In Process,1,3,2025,Classic Cars,92.02,S60_9239,Marshall-Nelson,327.337.3985,8829 Randy Harbor,Apt. 005,South Craig,IL,44126,Romania,EMEA,Perkins,Christopher,Medium,Credit Card
22761,21,30.83,1,697.05,2025-05-06,Shipped,2,5,2025,Trains,27.62,S40_5521,Miller-Swanson,(951)695-0698x57899,2704 Clark Plaza,Suite 442,Staceymouth,IA,94203,Saint Barthelemy,LATAM,Pierce,Savannah,Small,PayPal
15065,30,117.88,7,3611.17,2025-05-20,Shipped,2,5,2025,Classic Cars,123.85,S17_5126,Reeves-Smith,001-596-942-5459x1793,724 Brendan Hollow Apt. 150,Apt. 774,West Melissaport,MS,51015,Lithuania,LATAM,Jones,Joshua,Medium,PayPal
21397,44,76.58,9,3433.33,2025-05-02,Cancelled,2,5,2025,Motorcycles,78.79,S93_6308,Nguyen-Benson,(364)439-4356x660,94600 Anthony Cove,Apt. 486,Port Anna,HI,55959,Guyana,EMEA,Norris,Juan,Medium,Bank Transfer
12826,41,71.0,5,2846.31,2025-01-31,Resolved,1,1,2025,Motorcycles,59.18,S84_5543,"Joyce, Peterson and Ellison",620.392.2808x875,614 Amanda Field Apt. 376,Apt. 448,Reneeside,NE,69347,Malaysia,EMEA,Hernandez,Jacqueline,Medium,PayPal
22003,30,70.53,2,2217.36,2025-02-16,Shipped,1,2,2025,Motorcycles,61.04,S82_6898,"Garcia, Williams and Johnson",+1-553-540-4190x761,7881 Robbins Divide,Apt. 157,Port Thomas,IN,91085,Montenegro,APAC,Robinson,Carrie,Medium,Bank Transfer
20888,30,53.9,1,1660.97,2025-04-12,Shipped,2,4,2025,Motorcycles,52.73,S70_5307,Hansen and Sons,930.248.5336x80095,44621 Gary Lane Suite 439,Suite 244,North Kennethshire,IL,84255,Mali,APAC,Matthews,Elizabeth,Small,Credit Card
19007,22,67.66,4,1480.36,2025-05-14,Resolved,2,5,2025,Classic Cars,77.14,S93_2080,Williams-Ballard,001-234-427-0529x85921,73705 Marcus Cove Apt. 151,Suite 091,North Wendytown,AS,42751,Belgium,LATAM,Tucker,Jessica,Small,Bank Transfer
11116,100,54.44,8,5444.6,2025-02-10,Resolved,1,2,2025,Trucks and Buses,53.07,S82_4523,"Clark, Cameron and Wilson",9464941018,45609 Becky Roads Suite 052,Suite 612,Cynthiafort,CA,20592,Bouvet Island (Bouvetoya),LATAM,Castillo,Rachel,Large,Credit Card
27467,5,122.36,4,622.7,2025-06-17,Cancelled,2,6,2025,Vintage Cars,134.81,S53_1217,Estrada LLC,(243)894-0043,12846 Michael Junction Suite 201,Apt. 451,Apriltown,AK,53135,Russian Federation,APAC,Garcia,John,Small,Cash
12837,51,60.87,5,3155.89,2025-06-14,Shipped,2,6,2025,Motorcycles,49.94,S16_8648,"Quinn, Bridges and Smith",501-295-5473x2879,720 Lee Radial Suite 806,Suite 388,Westborough,RI,25810,Korea,LATAM,Baker,Thomas,Medium,PayPal
20977,21,109.22,1,2267.05,2025-05-10,Cancelled,2,5,2025,Classic Cars,119.46,S14_9247,"Gilbert, Johnson and Ryan",(881)504-7869x370,1131 Maldonado Mill,Suite 972,North Kristieshire,SD,54497,Libyan Arab Jamahiriya,EMEA,Fitzgerald,Jennifer,Medium,Credit Card
28250,37,103.68,1,3829.36,2025-02-18,Shipped,1,2,2025,Classic Cars,116.03,S43_8923,Sanders Group,275-773-4855x2159,63115 Baldwin Trail Apt. 517,Apt. 025,Meganview,PR,20652,El Salvador,LATAM,Douglas,Victoria,Medium,Credit Card
20713,81,74.8,2,6086.94,2025-05-11,Cancelled,2,5,2025,Trucks and Buses,74.9,S40_6133,Lane-Davis,001-261-393-1526x5874,73160 Michele Square Suite 463,Apt. 429,West Sheryl,FM,36355,Switzerland,LATAM,Gaines,Teresa,Large,Credit Card
21528,10,106.84,3,1142.26,2025-01-28,Shipped,1,1,2025,Planes,103.57,S25_3110,Moore Ltd,819.608.1262,91594 Victor Knoll,Suite 027,West Justinstad,NC,60428,Antigua and Barbuda,EMEA,Williams,Krista,Small,Bank Transfer
11913,15,128.45,8,1898.83,2025-05-07,Shipped,2,5,2025,Planes,115.89,S38_2731,"Williams, Holloway and Savage",659.559.8474x94737,3333 Thomas Knoll,Suite 114,Lake Bradleychester,AZ,43278,China,EMEA,Williamson,Ashley,Small,PayPal
13918,30,77.84,6,2315.01,2025-02-09,In Process,1,2,2025,Motorcycles,81.01,S75_7447,Kaiser and Sons,620.616.3861x2915,37202 Shari Cove,Apt. 789,South Josephmouth,NH,56242,Solomon Islands,LATAM,King,Mary,Medium,Bank Transfer
24765,15,103.29,2,1669.07,2025-02-26,Resolved,1,2,2025,Ships,91.48,S39_9913,Cook LLC,257.818.9747,1006 Vang Garden Apt. 221,Apt. 037,Dudleyborough,MS,40519,Norfolk Island,APAC,Contreras,Judith,Small,Credit Card
13658,20,90.59,1,1885.19,2025-02-02,Shipped,1,2,2025,Classic Cars,79.23,S71_8404,Lynch PLC,224-866-5669,564 Gordon Knolls,Apt. 032,Johnsonstad,FM,22757,Uganda,LATAM,Sanchez,Aaron,Small,PayPal
12939,31,89.83,5,2852.57,2025-02-20,Shipped,1,2,2025,Classic Cars,100.81,S86_8037,Hunt PLC,(227)499-8136x94564,2905 Lee Inlet,Apt. 496,Allenside,IA,24557,Austria,LATAM,Brown,Luke,Medium,PayPal
14259,44,60.51,9,2653.51,2025-01-13,In Process,1,1,2025,Motorcycles,55.43,S99_2888,Mullen-Bell,(386)455-8722,747 Micheal Cliff Apt. 505,Suite 674,Franklinside,DC,66377,Nepal,LATAM,Stein,Louis,Medium,Bank Transfer
11577,9,97.98,3,943.33,2025-05-29,Resolved,2,5,2025,Ships,79.55,S34_9114,"Green, Benton and Cervantes",001-769-773-5506x4560,09173 Mary Mall Suite 801,Suite 003,Lake Stephanieport,FM,24941,Madagascar,LATAM,Hunt,Darrell,Small,PayPal
19606,45,63.59,4,2885.35,2025-06-02,In Process,2,6,2025,Classic Cars,63.33,S86_7489,Daugherty-Gonzalez,(735)393-2740x52712,443 Hanson Stream Apt. 210,Apt. 389,West Tommy,WY,86000,Aruba,LATAM,Griffin,Adrian,Medium,Credit Card
12542,27,91.16,10,2411.4,2025-04-21,On Hold,2,4,2025,Classic Cars,95.16,S50_2256,"Johnson, Moss and Hughes",(303)510-0614,376 Thomas Shores Apt. 590,Apt. 684,South Sandraton,KY,23677,Ukraine,APAC,Smith,Kenneth,Medium,PayPal
18804,20,65.26,2,1325.83,2025-04-24,Shipped,2,4,2025,Classic Cars,62.19,S48_1792,Jones-Mills,353.678.9631x23312,832 Morris Gateway,Suite 015,Lake Timothymouth,SC,30252,Luxembourg,LATAM,Cox,Miranda,Small,Credit Card
14006,10,118.0,5,1221.85,2025-02-06,Shipped,1,2,2025,Vintage Cars,105.23,S64_4522,"Cruz, Burton and Ramirez",9536599294,5034 Roberts Lake,Apt. 343,Smithborough,ME,35837,New Zealand,LATAM,Simpson,Richard,Small,Bank Transfer
19731,48,40.26,3,1838.19,2025-06-23,Shipped,2,6,2025,Motorcycles,48.23,S57_5877,Potter PLC,(424)708-2471,007 Carlson Glen Suite 834,Suite 390,East Brandon,MI,83699,Congo,APAC,Sanchez,John,Small,Bank Transfer
21043,43,60.89,5,2664.25,2025-06-22,In Process,2,6,2025,Motorcycles,56.72,S34_8862,"Franklin, Soto and Santos",+1-316-215-3100x18157,72358 Jones Estates Apt. 477,Suite 797,Port Ericshire,AZ,79330,Sierra Leone,EMEA,King,Luke,Medium,PayPal
20316,43,118.29,1,5127.07,2025-03-18,In Process,1,3,2025,Classic Cars,133.57,S98_4623,"Decker, Hull and Perry",233.856.3847x427,60182 Samuel Junctions,Suite 115,Lake Chad,CT,86515,Gabon,LATAM,Rios,Madison,Large,PayPal
29645,34,47.08,1,1602.22,2025-01-14,In Process,1,1,2025,Motorcycles,54.5,S28_3578,Carlson-Franklin,(497)917-9019,4852 Hill Creek Apt. 485,Suite 998,Port Elaineside,IN,79401,Mayotte,LATAM,Coleman,Jacob,Small,Credit Card
28149,8,80.8,2,649.6,2025-02-22,On Hold,1,2,2025,Ships,92.12,S91_7105,"Travis, Blankenship and Ross",228-761-9420x347,74655 Lisa Street,Suite 379,Thompsonberg,VI,30818,British Indian Ocean Territory (Chagos Archipelago),APAC,Pittman,Stephanie,Small,PayPal
14833,49,113.02,8,5449.13,2025-01-21,Resolved,1,1,2025,Classic Cars,116.97,S67_4811,"Roberts, Herrera and Watkins",+1-775-503-4889,4962 Lee Pass Apt. 718,Apt. 679,East Johnview,MN,93614,Indonesia,APAC,Alvarez,Steven,Large,PayPal
16128,14,22.67,8,375.04,2025-01-04,Cancelled,1,1,2025,Trains,18.74,S72_6339,"Love, Berry and Sanders",001-234-297-6686x290,25629 Moreno Tunnel,Suite 282,New Jacobfurt,CA,93940,Mauritius,LATAM,Torres,Mary,Small,Credit Card
11769,66,81.13,7,5292.69,2025-02-02,Shipped,1,2,2025,Trucks and Buses,72.68,S19_7223,"Wu, Vincent and Jackson",540.288.0428,852 Robert Landing Apt. 570,Suite 639,North Lisa,TN,37053,Venezuela,LATAM,Gonzalez,Katherine,Large,Credit Card
20168,56,44.28,8,2461.44,2025-02-18,Resolved,1,2,2025,Motorcycles,48.01,S87_6743,"Oconnor, Jackson and Hamilton",(998)736-0768,62170 Nancy Island,Apt. 579,Port Benjamin,MS,59401,Egypt,APAC,Chavez,Clayton,Medium,Bank Transfer
11724,45,88.95,6,3881.02,2025-06-07,Shipped,2,6,2025,Classic Cars,76.47,S12_4726,Boyd LLC,+1-356-773-0824x037,7001 Graves Circles,Suite 609,New Tiffany,MH,60277,Guatemala,EMEA,Sullivan,Eric,Medium,Credit Card
18688,29,33.41,10,1093.91,2025-05-09,In Process,2,5,2025,Trains,35.47,S74_5593,"Beck, Chambers and Salinas",317.708.8166,8369 Jonathan Lock,Suite 430,North George,NE,74985,Saint Lucia,LATAM,Hurley,Chelsea,Small,PayPal
15558,64,81.37,7,5153.18,2025-04-07,Shipped,2,4,2025,Trucks and Buses,85.49,S10_7473,Friedman PLC,813.509.1770,7084 Baker Groves Apt. 678,Apt. 664,South Chelsea,VT,39645,Congo,EMEA,Moore,Rita,Large,PayPal
